region	chr	midPos	Nsites
(594,886)(224424,224742)(200000,250000)	JASDQU010014658.1	225000	294	0.045988
(499,642)(72176,72386)(50000,100000)	JASDQU010014738.1	75000	145	0.026648
(1076,1612)(230235,234991)(200000,250000)	JASDQU010014755.1	225000	538	0.031235
(1613,2555)(422178,423132)(400000,450000)	JASDQU010014755.1	425000	944	0.257134
(132,241)(250000,250110)(250000,300000)	JASDQU010014760.1	275000	111	0.103362
(499,1361)(63603,65392)(50000,100000)	JASDQU010014783.1	75000	864	0.056498
(428,836)(50000,60354)(50000,100000)	JASDQU010014799.1	75000	410	0.417233
(1443,1531)(216744,216855)(200000,250000)	JASDQU010014802.1	225000	90	0.068664
(1825,2759)(131169,132107)(100000,150000)	JASDQU010014808.1	125000	936	0.010221
(327,3133)(54459,80631)(50000,100000)	JASDQU010014811.1	75000	2808	0.427862
(26,230)(81925,98410)(50000,100000)	JASDQU010014816.1	75000	206	0.208438
(3071,7758)(150000,165474)(150000,200000)	JASDQU010014828.1	175000	4689	0.543979
(477,786)(277713,278090)(250000,300000)	JASDQU010014832.1	275000	311	0.875248
(1280,1418)(117282,117438)(100000,150000)	JASDQU010014837.1	125000	140	0.356973
(369,752)(78977,96039)(50000,100000)	JASDQU010014848.1	75000	385	0.028434
(1406,1494)(98480,98571)(50000,100000)	JASDQU010014857.1	75000	90	0.046007
(69,104)(181869,181918)(150000,200000)	JASDQU010014891.1	175000	37	0.074961
(554,1013)(117921,123328)(100000,150000)	JASDQU010014920.1	125000	461	0.022512
(103,291)(151231,151421)(150000,200000)	JASDQU010014943.1	175000	190	0.043762
(948,1243)(124888,125344)(100000,150000)	JASDQU010014962.1	125000	297	0.146555
(1339,1437)(276833,276951)(250000,300000)	JASDQU010014976.1	275000	100	0.029625
(1438,7735)(338668,345955)(300000,350000)	JASDQU010014976.1	325000	6299	0.767096
(7736,8669)(391226,392520)(350000,400000)	JASDQU010014976.1	375000	935	0.452455
(333,2795)(67673,93486)(50000,100000)	JASDQU010025279.1	75000	2464	0.296260
(1005,1041)(112788,112842)(100000,150000)	JASDQU010026322.1	125000	38	0.081453
(211,2556)(53609,62192)(50000,100000)	JASDQU010026439.1	75000	2347	0.374737
(1530,3195)(53147,54942)(50000,100000)	JASDQU010026955.1	75000	1667	0.585833
(2819,3295)(50560,51076)(50000,100000)	JASDQU010027415.1	75000	478	0.934568
(249,918)(51253,51930)(50000,100000)	JASDQU010027508.1	75000	671	0.030498
(566,1449)(65583,77252)(50000,100000)	JASDQU010027586.1	75000	885	0.013544
(192,1017)(78516,79343)(50000,100000)	JASDQU010027663.1	75000	827	0.294752
(336,810)(84283,84781)(50000,100000)	JASDQU010027683.1	75000	476	0.159802
(1857,2863)(50000,51018)(50000,100000)	JASDQU010027695.1	75000	1008	0.640168
(801,970)(52043,52213)(50000,100000)	JASDQU010027878.1	75000	171	0.028771
(2047,2742)(50000,53150)(50000,100000)	JASDQU010029920.1	75000	697	0.479051
(211,270)(53175,53387)(50000,100000)	JASDQU010029938.1	75000	61	0.036227
(245,373)(71200,71331)(50000,100000)	JASDQU010031406.1	75000	130	0.208015
(8241,9277)(53318,57104)(50000,100000)	JASDQU010031787.1	75000	1038	0.262141
(157,715)(53846,54412)(50000,100000)	JASDQU010031990.1	75000	560	0.243671
(1126,3930)(50000,54531)(50000,100000)	JASDQU010096084.1	75000	2806	0.488367
(138,1545)(50000,51514)(50000,100000)	JASDQU010098651.1	75000	1409	0.231394
(5824,11172)(164607,174746)(150000,200000)	JASDQU010099703.1	175000	5350	0.242675
(136,1429)(237163,238618)(200000,250000)	JASDQU010099705.1	225000	1295	0.088124
(1430,1528)(410519,410648)(400000,450000)	JASDQU010099705.1	425000	100	0.137848
(1529,2118)(493412,494540)(450000,500000)	JASDQU010099705.1	475000	591	0.156713
(2119,2292)(882044,888143)(850000,900000)	JASDQU010099705.1	875000	175	0.075879
(891,963)(262916,263036)(250000,300000)	JASDQU010099706.1	275000	74	0.117684
(650,2547)(797558,799458)(750000,800000)	JASDQU010099713.1	775000	1899	0.558960
(2548,3392)(848054,848912)(800000,850000)	JASDQU010099713.1	825000	846	0.392845
(212,909)(408942,415034)(400000,450000)	JASDQU010099716.1	425000	699	0.386803
(910,1161)(451997,479370)(450000,500000)	JASDQU010099716.1	475000	253	0.159904
(1162,4387)(508158,530994)(500000,550000)	JASDQU010099716.1	525000	3227	0.608109
(4388,4561)(554641,595528)(550000,600000)	JASDQU010099716.1	575000	175	0.062587
(363,860)(605535,606038)(600000,650000)	JASDQU010099717.1	625000	499	0.363986
(228,274)(93391,93444)(50000,100000)	JASDQU010099720.1	75000	48	0.046650
(275,1728)(102981,138391)(100000,150000)	JASDQU010099720.1	125000	1455	0.640305
(1729,1921)(242522,242784)(200000,250000)	JASDQU010099720.1	225000	194	0.231626
(1922,8347)(257333,289781)(250000,300000)	JASDQU010099720.1	275000	6427	0.448472
(8348,9800)(311162,334184)(300000,350000)	JASDQU010099720.1	325000	1454	0.270804
(9801,10071)(597317,597648)(550000,600000)	JASDQU010099720.1	575000	272	0.122227
(10072,12515)(745883,748564)(700000,750000)	JASDQU010099720.1	725000	2445	0.455118
(131,739)(202244,208360)(200000,250000)	JASDQU010099722.1	225000	610	0.030704
(740,1504)(743628,745623)(700000,750000)	JASDQU010099722.1	725000	766	0.467186
(1505,2154)(763171,763917)(750000,800000)	JASDQU010099722.1	775000	651	0.428684
(821,1247)(152947,153565)(150000,200000)	JASDQU010099723.1	175000	428	0.213540
(1248,1501)(242773,243043)(200000,250000)	JASDQU010099723.1	225000	255	0.249498
(1502,1767)(299709,299980)(250000,300000)	JASDQU010099723.1	275000	267	0.028603
(1768,2197)(300020,300450)(300000,350000)	JASDQU010099723.1	325000	431	0.407323
(233,574)(95270,95661)(50000,100000)	JASDQU010099725.1	75000	343	0.822992
(575,1499)(116402,117337)(100000,150000)	JASDQU010099725.1	125000	926	0.859906
(2077,2381)(50860,51368)(50000,100000)	JASDQU010099729.1	75000	306	0.639723
(2382,2831)(141708,142191)(100000,150000)	JASDQU010099729.1	125000	451	0.604739
(633,1423)(264801,265599)(250000,300000)	JASDQU010099734.1	275000	792	0.151258
(1120,1309)(244492,244803)(200000,250000)	JASDQU010099735.1	225000	191	0.140174
(1310,1319)(313018,313057)(300000,350000)	JASDQU010099735.1	325000	11	0.044039
(1320,1395)(891658,891737)(850000,900000)	JASDQU010099735.1	875000	77	0.040741
(182,1165)(338070,339129)(300000,350000)	JASDQU010099737.1	325000	985	0.227786
(438,3015)(166481,169557)(150000,200000)	JASDQU010099741.1	175000	2579	0.741548
(98,376)(151979,152308)(150000,200000)	JASDQU010099742.1	175000	280	0.316213
(5387,5765)(254933,255443)(250000,300000)	JASDQU010099745.1	275000	380	0.055756
(5766,6429)(337259,337929)(300000,350000)	JASDQU010099745.1	325000	665	0.215903
(6430,6725)(438286,442873)(400000,450000)	JASDQU010099745.1	425000	297	0.388541
(6726,7348)(455962,456590)(450000,500000)	JASDQU010099745.1	475000	624	0.411141
(80,846)(366294,382235)(350000,400000)	JASDQU010099747.1	375000	768	0.179165
(647,878)(178795,179034)(150000,200000)	JASDQU010099750.1	175000	233	0.011494
(363,772)(254065,264119)(250000,300000)	JASDQU010099752.1	275000	411	0.130804
(773,2699)(612540,614506)(600000,650000)	JASDQU010099752.1	625000	1928	0.415989
(2700,2722)(941242,941290)(900000,950000)	JASDQU010099752.1	925000	24	0.205214
(660,1182)(200167,242695)(200000,250000)	JASDQU010099753.1	225000	524	0.058978
(1183,1308)(254482,254639)(250000,300000)	JASDQU010099753.1	275000	127	0.210323
(1309,1835)(495044,498777)(450000,500000)	JASDQU010099753.1	475000	528	0.585658
(1836,2572)(510310,511078)(500000,550000)	JASDQU010099753.1	525000	738	0.714754
(2573,3332)(717749,718525)(700000,750000)	JASDQU010099753.1	725000	761	0.264160
(3333,3391)(1084463,1088235)(1050000,1100000)	JASDQU010099753.1	1075000	60	0.300766
(849,1929)(234174,242097)(200000,250000)	JASDQU010099755.1	225000	1082	0.545590
(1930,1944)(252482,252503)(250000,300000)	JASDQU010099755.1	275000	16	0.057176
(143,581)(254990,255438)(250000,300000)	JASDQU010099758.1	275000	440	0.205116
(130,355)(441693,442021)(400000,450000)	JASDQU010099759.1	425000	227	0.110382
(356,356)(470506,470506)(450000,500000)	JASDQU010099759.1	475000	2	0.053872
(357,651)(553537,554011)(550000,600000)	JASDQU010099759.1	575000	296	0.068106
(652,1942)(870665,890102)(850000,900000)	JASDQU010099759.1	875000	1292	0.438012
(1299,1453)(149250,149458)(100000,150000)	JASDQU010099761.1	125000	156	0.091190
(1454,1486)(166315,166380)(150000,200000)	JASDQU010099761.1	175000	34	0.082234
(1487,1534)(286920,286973)(250000,300000)	JASDQU010099761.1	275000	49	0.061042
(173,238)(370665,370754)(350000,400000)	JASDQU010099762.1	375000	67	0.064035
(138,671)(359760,374104)(350000,400000)	JASDQU010099763.1	375000	535	0.099526
(672,917)(448642,448917)(400000,450000)	JASDQU010099763.1	425000	247	0.812323
(166,199)(178916,178958)(150000,200000)	JASDQU010099764.1	175000	35	0.073374
(151,428)(86765,87319)(50000,100000)	JASDQU010099769.1	75000	279	0.032589
(429,1946)(118071,120730)(100000,150000)	JASDQU010099769.1	125000	1519	0.129583
(1947,3235)(207592,239042)(200000,250000)	JASDQU010099769.1	225000	1290	0.120593
(431,467)(176543,176585)(150000,200000)	JASDQU010099770.1	175000	38	0.063927
(468,1234)(408647,415982)(400000,450000)	JASDQU010099770.1	425000	768	0.105528
(1235,1505)(543643,543930)(500000,550000)	JASDQU010099770.1	525000	272	-0.005619
(1506,1598)(890669,890802)(850000,900000)	JASDQU010099770.1	875000	94	0.029988
(1599,1623)(921559,930896)(900000,950000)	JASDQU010099770.1	925000	26	0.127473
(1624,1844)(1000314,1000618)(1000000,1050000)	JASDQU010099770.1	1025000	222	0.511175
(569,1000)(153634,154069)(150000,200000)	JASDQU010099771.1	175000	433	0.448937
(1016,1313)(100000,100299)(100000,150000)	JASDQU010099775.1	125000	299	0.782383
(582,3307)(164747,199530)(150000,200000)	JASDQU010099776.1	175000	2727	0.650481
(3308,3528)(201065,225635)(200000,250000)	JASDQU010099776.1	225000	222	0.123370
(3529,3689)(490173,490403)(450000,500000)	JASDQU010099776.1	475000	162	0.080135
(3690,11629)(511267,528958)(500000,550000)	JASDQU010099776.1	525000	7941	0.623029
(4071,4577)(79753,80335)(50000,100000)	JASDQU010099777.1	75000	508	0.009959
(4578,4589)(426868,426882)(400000,450000)	JASDQU010099777.1	425000	13	0.045094
(961,983)(462050,462073)(450000,500000)	JASDQU010099780.1	475000	24	0.337168
(984,1013)(572291,572325)(550000,600000)	JASDQU010099780.1	575000	31	0.244083
(903,909)(199684,199691)(150000,200000)	JASDQU010099791.1	175000	8	0.104807
(910,996)(235624,235712)(200000,250000)	JASDQU010099791.1	225000	88	0.585810
(1440,1477)(122285,122352)(100000,150000)	JASDQU010099793.1	125000	39	0.043651
(3879,7248)(117371,126896)(100000,150000)	JASDQU010099796.1	125000	3371	0.752504
(704,1209)(224827,225472)(200000,250000)	JASDQU010099797.1	225000	507	0.051672
(1210,1761)(358602,379869)(350000,400000)	JASDQU010099797.1	375000	553	0.031767
(2625,2999)(686335,686720)(650000,700000)	JASDQU010099799.1	675000	376	0.025994
(3000,3458)(759398,792994)(750000,800000)	JASDQU010099799.1	775000	460	0.058554
(134,721)(168968,182434)(150000,200000)	JASDQU010099800.1	175000	589	0.098328
(722,2085)(453664,456859)(450000,500000)	JASDQU010099800.1	475000	1365	0.011099
(2086,2194)(661483,661595)(650000,700000)	JASDQU010099800.1	675000	110	0.369554
(2195,2198)(835426,835442)(800000,850000)	JASDQU010099800.1	825000	5	0.054974
(2166,2545)(186631,187059)(150000,200000)	JASDQU010099802.1	175000	381	0.711841
(301,339)(353304,353352)(350000,400000)	JASDQU010099808.1	375000	40	0.125796
(340,366)(459706,459746)(450000,500000)	JASDQU010099808.1	475000	28	0.314674
(499,642)(372942,373103)(350000,400000)	JASDQU010099814.1	375000	145	0.187120
(754,938)(369460,369649)(350000,400000)	JASDQU010099816.1	375000	186	0.093067
(691,1629)(204690,215110)(200000,250000)	JASDQU010099818.1	225000	940	0.385706
(1630,2681)(332379,347648)(300000,350000)	JASDQU010099818.1	325000	1053	0.043411
(2682,3049)(467687,468854)(450000,500000)	JASDQU010099818.1	475000	369	0.028009
(3050,3485)(519160,519762)(500000,550000)	JASDQU010099818.1	525000	437	0.892951
(151,334)(371396,371603)(350000,400000)	JASDQU010099819.1	375000	185	0.033013
(51,60)(185737,185749)(150000,200000)	JASDQU010099825.1	175000	11	0.456057
(3411,3589)(54359,54640)(50000,100000)	JASDQU010099827.1	75000	180	0.123407
(3590,4430)(148983,149830)(100000,150000)	JASDQU010099827.1	125000	842	0.048984
(4431,4482)(168175,168229)(150000,200000)	JASDQU010099827.1	175000	53	0.115948
(4483,5311)(261615,299999)(250000,300000)	JASDQU010099827.1	275000	830	0.325920
(5312,5488)(300000,310203)(300000,350000)	JASDQU010099827.1	325000	178	0.195694
(5489,5495)(466374,466380)(450000,500000)	JASDQU010099827.1	475000	8	0.071177
(1463,2149)(531678,532389)(500000,550000)	JASDQU010099828.1	525000	688	0.941915
(2150,3131)(1162385,1163387)(1150000,1200000)	JASDQU010099828.1	1175000	983	0.901477
(3132,3973)(1296903,1297924)(1250000,1300000)	JASDQU010099828.1	1275000	843	0.012436
(3974,5295)(1540279,1541605)(1500000,1550000)	JASDQU010099828.1	1525000	1323	0.364782
(263,389)(392044,392177)(350000,400000)	JASDQU010099831.1	375000	128	0.074488
(390,884)(407877,408373)(400000,450000)	JASDQU010099831.1	425000	496	0.517036
(15,593)(247738,248321)(200000,250000)	JASDQU010099835.1	225000	580	0.268668
(401,508)(182607,182722)(150000,200000)	JASDQU010099843.1	175000	109	0.062786
(2461,3395)(228897,230668)(200000,250000)	JASDQU010099844.1	225000	936	0.578044
(3396,3835)(266767,267296)(250000,300000)	JASDQU010099844.1	275000	441	0.127782
(3836,4380)(312005,312562)(300000,350000)	JASDQU010099844.1	325000	546	0.600108
(4381,5393)(385429,386441)(350000,400000)	JASDQU010099844.1	375000	1014	0.663830
(5394,6374)(448382,449429)(400000,450000)	JASDQU010099844.1	425000	982	0.459807
(194,214)(151884,151931)(150000,200000)	JASDQU010099846.1	175000	22	0.072604
(215,1527)(328443,342246)(300000,350000)	JASDQU010099846.1	325000	1314	0.194906
(1528,1939)(389236,389765)(350000,400000)	JASDQU010099846.1	375000	413	0.110991
(1940,2814)(442539,443420)(400000,450000)	JASDQU010099846.1	425000	876	0.307084
(116,148)(53154,53211)(50000,100000)	JASDQU010099847.1	75000	34	0.060037
(149,543)(203853,204332)(200000,250000)	JASDQU010099847.1	225000	396	0.396893
(1918,2851)(114866,115811)(100000,150000)	JASDQU010099848.1	125000	935	0.800024
(636,660)(432917,432958)(400000,450000)	JASDQU010099849.1	425000	26	0.145256
(661,832)(480121,480350)(450000,500000)	JASDQU010099849.1	475000	173	0.815909
(833,1433)(532797,533405)(500000,550000)	JASDQU010099849.1	525000	602	0.519414
(360,1090)(106134,106867)(100000,150000)	JASDQU010099851.1	125000	732	0.389800
(1091,1311)(235008,235236)(200000,250000)	JASDQU010099851.1	225000	222	-0.012210
(1312,1648)(278951,279357)(250000,300000)	JASDQU010099851.1	275000	338	0.055047
(3118,6048)(261039,279228)(250000,300000)	JASDQU010099852.1	275000	2932	0.294404
(6049,7325)(313409,315196)(300000,350000)	JASDQU010099852.1	325000	1278	0.529453
(7326,9327)(807938,838122)(800000,850000)	JASDQU010099852.1	825000	2003	0.373516
(9328,9558)(897174,897488)(850000,900000)	JASDQU010099852.1	875000	232	0.014422
(9559,10014)(938159,938652)(900000,950000)	JASDQU010099852.1	925000	457	0.207497
(10015,12198)(990131,992524)(950000,1000000)	JASDQU010099852.1	975000	2185	0.333381
(12199,14034)(1000700,1008300)(1000000,1050000)	JASDQU010099852.1	1025000	1837	0.437971
(14035,14068)(1100417,1100461)(1100000,1150000)	JASDQU010099852.1	1125000	35	0.142982
(458,522)(109276,109353)(100000,150000)	JASDQU010099857.1	125000	66	0.111607
(523,646)(314891,315037)(300000,350000)	JASDQU010099857.1	325000	125	0.045750
(647,842)(464859,465099)(450000,500000)	JASDQU010099857.1	475000	197	0.100494
(843,885)(561879,561932)(550000,600000)	JASDQU010099857.1	575000	44	0.002086
(886,984)(658709,658807)(650000,700000)	JASDQU010099857.1	675000	100	0.026825
(264,1009)(190525,191284)(150000,200000)	JASDQU010099863.1	175000	747	0.893620
(1010,3680)(213542,227548)(200000,250000)	JASDQU010099863.1	225000	2672	0.873705
(3681,3767)(264130,264231)(250000,300000)	JASDQU010099863.1	275000	88	0.817939
(3768,4342)(411583,412159)(400000,450000)	JASDQU010099863.1	425000	576	0.187910
(4343,4344)(460894,460897)(450000,500000)	JASDQU010099863.1	475000	3	0.106033
(4345,4487)(527972,528114)(500000,550000)	JASDQU010099863.1	525000	144	0.020178
(4488,5180)(550363,552055)(550000,600000)	JASDQU010099863.1	575000	694	0.082834
(112,206)(159026,159142)(150000,200000)	JASDQU010099864.1	175000	96	0.090342
(207,439)(295747,296055)(250000,300000)	JASDQU010099864.1	275000	234	0.038002
(440,2929)(386135,388900)(350000,400000)	JASDQU010099864.1	375000	2491	0.344855
(2930,5441)(455560,493094)(450000,500000)	JASDQU010099864.1	475000	2513	0.347971
(106,381)(278240,288459)(250000,300000)	JASDQU010099867.1	275000	277	0.154303
(83,962)(186972,194409)(150000,200000)	JASDQU010099868.1	175000	881	0.026221
(963,1620)(335331,337599)(300000,350000)	JASDQU010099868.1	325000	659	0.393077
(1621,4780)(352551,358910)(350000,400000)	JASDQU010099868.1	375000	3161	0.274672
(430,566)(206235,206540)(200000,250000)	JASDQU010099869.1	225000	138	-0.019664
(567,834)(258282,260284)(250000,300000)	JASDQU010099869.1	275000	269	0.089294
(1401,2141)(121018,121835)(100000,150000)	JASDQU010099871.1	125000	742	0.327907
(2142,2344)(185521,185849)(150000,200000)	JASDQU010099871.1	175000	204	0.174429
(1174,2133)(166408,167905)(150000,200000)	JASDQU010099874.1	175000	961	0.844534
(2134,2477)(250786,286335)(250000,300000)	JASDQU010099874.1	275000	345	0.036145
(2478,2711)(300360,300770)(300000,350000)	JASDQU010099874.1	325000	235	0.090289
(2712,3562)(863352,879295)(850000,900000)	JASDQU010099874.1	875000	852	0.411611
(3563,3689)(922537,922677)(900000,950000)	JASDQU010099874.1	925000	128	0.061138
(680,1044)(218811,219253)(200000,250000)	JASDQU010099875.1	225000	366	0.169491
(1045,1339)(340096,340408)(300000,350000)	JASDQU010099875.1	325000	296	0.019158
(1340,1804)(361461,362170)(350000,400000)	JASDQU010099875.1	375000	466	0.267826
(1805,2226)(400380,400845)(400000,450000)	JASDQU010099875.1	425000	423	0.100712
(623,2411)(597056,599255)(550000,600000)	JASDQU010099876.1	575000	1790	0.472035
(82,244)(589532,589822)(550000,600000)	JASDQU010099880.1	575000	164	0.037111
(245,943)(604675,649400)(600000,650000)	JASDQU010099880.1	625000	700	0.236227
(944,950)(711396,711468)(700000,750000)	JASDQU010099880.1	725000	8	0.049143
(461,1883)(214259,215720)(200000,250000)	JASDQU010099890.1	225000	1424	0.383443
(91,2562)(320205,322712)(300000,350000)	JASDQU010099891.1	325000	2473	0.103273
(2563,3067)(413711,414225)(400000,450000)	JASDQU010099891.1	425000	506	0.080017
(3068,3205)(456895,457173)(450000,500000)	JASDQU010099891.1	475000	139	0.064171
(502,797)(160385,192302)(150000,200000)	JASDQU010099893.1	175000	297	0.106664
(798,1588)(209885,210848)(200000,250000)	JASDQU010099893.1	225000	792	0.028567
(1589,1717)(379876,380008)(350000,400000)	JASDQU010099893.1	375000	130	0.022610
(1718,2552)(596747,597600)(550000,600000)	JASDQU010099893.1	575000	836	0.644697
(2553,3270)(654675,655434)(650000,700000)	JASDQU010099893.1	675000	719	0.739078
(3271,5748)(730800,738507)(700000,750000)	JASDQU010099893.1	725000	2479	0.614144
(5749,6109)(780052,780448)(750000,800000)	JASDQU010099893.1	775000	362	0.038961
(6110,7536)(878980,886664)(850000,900000)	JASDQU010099893.1	875000	1428	0.454938
(144,609)(133641,134128)(100000,150000)	JASDQU010099894.1	125000	467	0.630641
(800,839)(242192,242244)(200000,250000)	JASDQU010099895.1	225000	41	0.075654
(840,895)(381492,381552)(350000,400000)	JASDQU010099895.1	375000	57	0.073145
(974,2635)(159128,160817)(150000,200000)	JASDQU010099897.1	175000	1663	0.360006
(2636,3537)(284488,285390)(250000,300000)	JASDQU010099897.1	275000	903	0.382997
(3538,3608)(439093,439206)(400000,450000)	JASDQU010099897.1	425000	72	0.075197
